1,0.03891265,0.007035,0.01005,0.016415,0.035343,1,199306
2,0.01820347,0.002765,0.004824,0.008235,0.012588,1,199311
3,0.02906743,0.004941,0.006824,0.011176,0.023529,1,199406
4,0.03469456,0.006824,0.010294,0.012588,0.029412,1,199411
5,0.04722892,0.011529,0.013235,0.021765,0.040294,1,199506
6,0.05731445,0.014647,0.019235,0.026176,0.05548525,1,199511
7,0.0518791,0.014243,0.018503,0.024957,0.055077,1,199606
8,0.04412845,0.012548,0.015752,0.020913,0.037208,1,199611
9,0.0250692,0.007182,0.00874725,0.011985,0.02071175,1,199706
10,0.0261885,0.007108,0.008714,0.0113715,0.019768,1,199711
11,0.03420985,0.010007,0.0114725,0.015508,0.030082,1,199806
12,0.03801321,0.010647,0.012904,0.017139,0.0280165,1,199811
13,0.03707132,0.011645,0.01381,0.01611,0.027006,1,199906
14,0.04356589,0.013909,0.016919,0.021522,0.034952,1,199911
15,0.05502172,0.01842,0.020315,0.025851,0.046007,1,200006
16,0.02482658,0.007571,0.00928,0.011698,0.0197835,1,200011
17,0.02982496,0.00928,0.011477,0.0148615,0.02375125,1,200106
18,0.03712644,0.012911,0.014513,0.02014,0.0322425,1,200111
19,0.0124991,0.003745,0.00489425,0.006107,0.01036825,1,200206
20,0.01649747,0.00546,0.00551625,0.007061,0.01305225,1,200211
21,0.02123591,0.006732,0.008798,0.011659,0.018837,1,200306
22,0.03063911,0.010558,0.012106,0.017398,0.02906475,1,200311
23,0.04598868,0.016924,0.020541,0.027663,0.047531,1,200406
24,0.03209199,0.011878,0.014324,0.017863,0.02839175,1,200411
25,0.02487248,0.008523,0.0103,0.0129335,0.0211805,1,200506
26,0.01641328,0.005865,0.006984,0.009043,0.012511,1,200511
27,0.0200092,0.00722,0.009245,0.0111955,0.0148255,1,200606
28,0.02541399,0.009754,0.01120825,0.013382,0.01927475,1,200611
29,0.03544379,0.014366,0.01681625,0.021436,0.02854525,1,200706
30,0.0294954,0.012416,0.01484,0.016935,0.0233845,1,200711
31,0.02387593,0.008769,0.00981075,0.0128725,0.01674725,1,200806
32,0.03155472,0.011397,0.01376425,0.015981,0.021595,1,200811
33,0.04175473,0.015484,0.017222,0.021279,0.0320035,1,200906
34,0.02970484,0.01034,0.0125495,0.0146115,0.021264,1,200911
35,0.03643029,0.01271,0.014896,0.0174915,0.025549,1,201006
36,0.03804739,0.01213,0.013532,0.016084,0.02632775,1,201011
37,0.01386586,0.003827,0.004506,0.005296,0.00790275,1,201106
38,0.01209368,0.002966,0.0033115,0.0040895,0.00599175,1,201111
39,0.01686225,0.003542,0.004243,0.0050925,0.0086795,1,201206
40,0.01942551,0.003599,0.004257,0.005361,0.0101065,1,201211
41,0.009415704,0.001572,0.001921,0.0025245,0.00429825,1,201306
42,0.01013137,0.001918,0.002276,0.0028945,0.00505375,1,201311
43,0.01101766,0.002176,0.00265,0.0033265,0.005611,1,201406
44,0.01201569,0.002489,0.002866,0.003862,0.00660475,1,201411
45,0.01382409,0.002678,0.00330475,0.0045815,0.008885,1,201506
46,0.01606813,0.003358,0.00444625,0.006447,0.011645,1,201511
47,0.01359642,0.003076,0.00384975,0.005204,0.00843925,1,201606
48,0.01595327,0.003756,0.00487325,0.0064095,0.01068425,1,201611
49,0.01790948,0.004647,0.00578575,0.0079165,0.01129025,1,201706
50,0.01912386,0.005899,0.007633,0.009315,0.01232075,1,201711
51,0.01772177,0.004986,0.00583675,0.0072345,0.011492,1,201806
52,0.01972143,0.006096,0.007406,0.008955,0.0118055,1,201811
