201806,1,179397,143500.0,9783.0,3.0
201806,2,178764,93014.6,15371.0,2.0
201806,3,179398,94640.0,7438.28,2.0
201806,4,177999,61444.5,18482.0,1.0
201806,5,179393,19880.0,1649.25,2.0
201806,6,177824,21230.0,2384.24,3.0
201806,7,177975,17590.0,8209.0,0.0
201806,8,177556,17173.2,7890.0,0.0
201806,9,178610,20158.7,7578.1,0.0
201806,10,178924,14014.7,3939.0,0.0
201806,11,179421,13929.3,0.0,0.0
201806,12,178932,13554.6,2718.7,2.0
201806,13,179444,12210.0,1320.0,1.0
201806,14,179412,11965.5,3178.0,2.0
201806,15,179045,10680.7,0.0,0.0
201806,16,177232,10510.0,12659.89,0.0
201806,17,177718,8586.61,3945.0,0.0
201806,18,178937,10384.9,0.0,0.0
201806,19,179093,8125.0,792.08,1.0
201806,20,178925,7038.93,0.0,0.0
201806,21,178926,6920.9,0.0,0.0
201806,22,179067,6470.8,1632.0,0.0
201806,23,179424,6177.73,1361.0,2.0
201806,24,177259,5951.55,4407.0,1.0
201806,25,179415,5730.5,1353.95,0.0
201806,26,179414,5730.5,1353.95,0.0
201806,27,178446,5640.17,3615.0,0.0
201806,28,179423,5612.83,1635.0,1.0
201806,29,178515,5536.99,2834.0,0.0
201806,30,178071,5283.11,4150.0,1.0
201806,31,178965,4788.19,1727.0,0.0
201806,32,179429,4540.69,0.0,0.0
201806,33,177732,4293.31,1972.0,0.0
201806,34,179411,4065.55,917.0,0.0
201806,35,178556,4042.46,1800.0,0.0
201806,36,178431,3944.68,1897.02,0.0
201806,37,178749,3944.68,1897.02,0.0
201806,38,178718,3782.57,1345.28,1.0
201806,39,179416,3763.94,1353.23,0.0
201806,40,178445,3577.0,1498.9,0.0
201806,41,178519,3577.0,1498.9,0.0
201806,42,179100,3409.61,0.0,0.0
201806,43,178966,3328.59,979.62,1.0
201806,44,178523,3318.95,5175.0,0.0
201806,45,179068,3307.0,349.5,2.0
201806,46,178928,3307.0,349.5,0.0
201806,47,179409,3243.41,1134.0,2.0
201806,48,179426,3221.4,0.0,0.0
201806,49,178425,3188.0,1227.0,0.0
201806,50,178554,3157.0,1652.4,0.0
201806,51,178432,3143.52,6327.55,0.0
201806,52,178524,3126.24,4819.5,0.0
201806,53,179408,3074.19,676.3,1.0
201806,54,178927,3057.35,748.1,0.0
201806,55,178567,3010.68,1116.0,0.0
201806,56,178646,2910.0,1382.4,0.0
201806,57,177719,2897.0,3422.67,0.0
201806,58,178544,2813.62,1480.83,0.0
201806,59,178751,2801.78,1347.84,0.0
201806,60,178752,2801.78,1347.84,0.0
201806,61,179417,2787.14,697.51,0.0
201806,62,178249,2843.0,1398.61,0.0
201806,63,178971,2632.51,13620.0,3.0
201806,64,178969,2632.51,13620.0,3.0
201806,65,179071,2592.0,0.0,0.0
201806,66,179418,2570.4,954.73,0.0
201806,67,176929,2566.0,4040.0,0.0
201806,68,179440,2547.0,710.0,0.0
201806,69,178250,2539.13,1384.0,0.0
201806,70,179092,2494.65,1430.0,0.0
